"","Year","Month","Stock_lag_MV","Stock_Ew_Ret","Stock_Vw_Ret"
"48",1929,12,52780124.125,-0.0261467384393064,0.0170548140291676
"49",1930,1,55151945.6875,0.104965893768761,0.0553752345896155
"50",1930,2,58958882.375,0.0355072589413448,0.0279766287039069
"51",1930,3,60384498.1875,0.104697387234043,0.0744213744618012
"52",1930,4,65130697.875,-0.0432495768688293,-0.018507739909342
"53",1930,5,63976755.375,-0.038491810320781,-0.0142031312292696
"54",1930,6,63577514.625,-0.189402957020057,-0.158606751162912
"55",1930,7,53092836.375,0.0348119353932584,0.0429221719984481
"56",1930,8,56528383.8125,-0.0183672338028169,0.00389510099837182
"57",1930,9,56900210.3125,-0.152035408277877,-0.124170313503101
"58",1930,10,49122272.875,-0.0976800352112676,-0.088209100462744
"59",1930,11,45197220.8125,-0.0246417546099291,-0.0297838711440473
"60",1930,12,43944824.125,-0.14018702538787,-0.0770162966875927
"61",1931,1,40665042.6875,0.141622032577904,0.0635305450331917
"62",1931,2,43210817.4375,0.15480937026648,0.10887788575739
"63",1931,3,47779922.25,-0.0636866831683168,-0.0625310552121117
"64",1931,4,44425506.125,-0.151898765625,-0.0990368874405945
"65",1931,5,39951292.5,-0.141001,-0.132742003976879
"66",1931,6,34652887.5,0.180700541725601,0.139536299200786
"67",1931,7,39240679.625,-0.0681171875881523,-0.0654753105218458
"68",1931,8,36559788.5,-0.0187752037037037,0.00424640950970062
"69",1931,9,36420867,-0.310276276353276,-0.286261203675757
"70",1931,10,25272456.125,0.100210017118402,0.0802695758203009
"71",1931,11,27250933.375,-0.0915468854314003,-0.0898085296137881
"72",1931,12,24655875.5625,-0.185131342857143,-0.133990669173012
"73",1932,1,21180783.375,0.0819240240452617,-0.0135604274645351
"74",1932,2,20924459.625,0.0202332368794326,0.0567834387871827
"75",1932,3,21927657.3125,-0.119978999359787,-0.109781813152851
"76",1932,4,19422130.375,-0.180624239477504,-0.177920864693037
"77",1932,5,15843996.125,-0.206440572463768,-0.204054571760083
"78",1932,6,12456989.875,0.0374429664233577,-0.00719555490950677
"79",1932,7,12141674.1875,0.43161955907781,0.338653004068264
"80",1932,8,16218797.8125,0.668616973950796,0.370808052249476
"81",1932,9,22171199.25,-0.055691005788712,-0.0287981147817902
"82",1932,10,21393217.5625,-0.165342382608696,-0.131336945713145
"83",1932,11,18516200.6875,-0.0760297093023256,-0.0584290676973655
"84",1932,12,17308702.1875,-0.0385255781021898,0.0440919150882006
"85",1933,1,17916415,0.0370403619186047,0.0132100625545181
"86",1933,2,18159812.875,-0.155007576642336,-0.152640841713546
"87",1933,3,15290756,0.102101182621502,0.0329526064204559
"88",1933,4,15497910.25,0.514985354933726,0.391945353809154
"89",1933,5,21646083.3125,0.614246948604993,0.214667922147094
"90",1933,6,26236063.6875,0.228007565088757,0.131221525226302
"91",1933,7,29578986.5625,-0.0919497584683358,-0.0960310230417165
"92",1933,8,26755429.3125,0.113197732937685,0.120440791723578
"93",1933,9,29947464.3125,-0.150412138643068,-0.105980073356604
"94",1933,10,26556626.25,-0.107477920937042,-0.0827525810964749
"95",1933,11,24337124.9375,0.0649789193548387,0.0994120112708548
"96",1933,12,26724623.6875,0.0181305626822157,0.0184616492534399
"97",1934,1,27101031.5,0.318025430858806,0.126434013093316
"98",1934,2,30474744.9375,0.0119959069767442,-0.0246590294841865
"99",1934,3,29668552.1875,0.0067592598540146,0.00112948857094327
"100",1934,4,29518294.625,0.00219085050798258,-0.0176621345532843
"101",1934,5,29037363.6875,-0.107807450581395,-0.0724585389029736
"102",1934,6,26839795.25,0.00262797525473072,0.02643108361312
"103",1934,7,27403302.5625,-0.187232209370425,-0.109235434886424
"104",1934,8,24304152.5625,0.0959929912663755,0.0556211646602147
"105",1934,9,26020800.875,-0.00995308260869565,-0.00208972222987405
"106",1934,10,25746024.8125,-0.0183196341107872,-0.0169820789339057
"107",1934,11,25426475.625,0.130529501457726,0.0834038954782598
"108",1934,12,27471503.875,0.0147720406386067,0.00366008693876066
"109",1935,1,27430006.25,-0.0311813469387755,-0.034370485050687
"110",1935,2,26411783.5,-0.05601935,-0.0191841138798552
"111",1935,3,25659043.5625,-0.0746537282127031,-0.0365753438836176
"112",1935,4,24443974.625,0.101260379562044,0.0911825780890525
"113",1935,5,26936188.75,0.0242937540263543,0.0347814325982921
"114",1935,6,27787793.875,0.0410004163027656,0.0593745897019533
"115",1935,7,29309745.375,0.11127388774003,0.0746865376228869
"116",1935,8,31398702.125,0.082111099270073,0.0266041153999753
"117",1935,9,32210581.03498,0.0243255065693431,0.0263800190276146
"118",1935,10,32926389.5,0.0844835938864629,0.0703803377729947
"119",1935,11,35174294.0625,0.146718672011662,0.0489993365457876
"120",1935,12,36745610.75,0.0603097829232996,0.0456945436342662
"121",1936,1,38465574,0.150922647482014,0.0689469377366954
"122",1936,2,41057432.3125,0.0451863213773314,0.0250783156976194
"123",1936,3,42072157.25,0.00882848345323741,0.0101877290443115
"124",1936,4,42170304.4375,-0.122485920454545,-0.0819694700010463
"125",1936,5,39198947.6875,0.0513506129943503,0.0520686860917183
"126",1936,6,41085238.125,-0.00032664265536723,0.0242997441291554
"127",1936,7,42043986.1875,0.0812512106741573,0.0668420020646557
"128",1936,8,44816549.875,0.0214728790436006,0.0100810558992243
"129",1936,9,45077852.3125,0.0348898759816061,0.0101651231798385
"130",1936,10,45439882,0.0663243642756681,0.0724970800303412
"131",1936,11,48685277.625,0.0924805286713287,0.0328322071527738
"132",1936,12,49948025.375,0.0272143107931236,0.00213843309246566
"133",1937,1,50137623.9375,0.0758576717451524,0.0335218587407238
"134",1937,2,51791172.1875,0.0240470934065934,0.0110408708664233
"135",1937,3,52333432.125,0.000703487039563439,-0.00246626248950151
"136",1937,4,52305094.5625,-0.100077117006803,-0.0731635834281468
"137",1937,5,48511219.6875,-0.0245142743243243,-0.00769094123206502
"138",1937,6,47926671.8125,-0.0772048202702703,-0.0418173802840098
"139",1937,7,45906356.25,0.0995220240963855,0.0894300698447044
"140",1937,8,49888493.75,-0.0527425478723404,-0.0483285687018147
"141",1937,9,47379058.75,-0.193640957839262,-0.135827681306418
